customer_id,gender,senior_citizen,partner,dependents,tenure,contract,internet_service,tech_support,online_security,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-02417,Male,1,No,No,18,One year,Fiber optic,No,Yes,Yes,Electronic check,118.33,2242.96,1,1
CUST-02418,Female,0,Yes,No,21,Two year,DSL,Yes,Yes,Yes,Credit card,18.0,385.43,1,0
CUST-02419,Female,0,No,Yes,30,Month-to-month,No,Yes,No internet service,Yes,Mailed check,25.37,673.73,1,0
CUST-02420,Female,0,No,No,18,Month-to-month,DSL,No internet service,No,No,Bank transfer,108.83,1758.79,3,1
CUST-02421,Male,0,No,No,55,Month-to-month,Fiber optic,Yes,No internet service,Yes,Mailed check,76.85,3671.49,1,0
CUST-02422,Male,0,No,No,7,Month-to-month,Fiber optic,No internet service,No,Yes,Mailed check,73.53,539.88,1,0
CUST-02423,Male,0,No,No,60,Two year,DSL,Yes,No,No,Mailed check,75.78,4361.44,2,0
CUST-02424,Female,1,Yes,No,25,Month-to-month,DSL,No,No internet service,No,Mailed check,79.28,1900.96,0,0
CUST-02425,Female,0,No,No,40,Month-to-month,No,No,No internet service,Yes,Electronic check,72.49,2828.15,1,0
CUST-02426,Male,0,No,No,11,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,40.85,449.73,1,1
CUST-02427,Male,0,Yes,No,28,Month-to-month,DSL,No,Yes,Yes,Mailed check,85.45,2122.16,3,1
CUST-02428,Male,0,Yes,No,55,One year,Fiber optic,No,Yes,No,Bank transfer,81.52,4035.22,1,0
CUST-02429,Male,0,Yes,Yes,19,Month-to-month,Fiber optic,No,No,Yes,Mailed check,100.71,2011.97,3,1
CUST-02430,Male,1,Yes,No,9,One year,DSL,No internet service,Yes,Yes,Bank transfer,109.11,984.04,0,0
CUST-02431,Female,0,Yes,No,38,One year,Fiber optic,No internet service,No,Yes,Mailed check,73.26,2567.75,1,0
CUST-02432,Female,1,No,No,11,One year,Fiber optic,Yes,No,Yes,Mailed check,34.31,359.4,2,0
CUST-02433,Female,0,No,No,22,Month-to-month,DSL,No,No internet service,No,Bank transfer,109.31,2509.28,3,0
CUST-02434,Male,0,No,No,32,One year,No,Yes,No internet service,Yes,Bank transfer,39.55,1154.5,3,0
CUST-02435,Male,0,No,No,41,Month-to-month,DSL,Yes,No,Yes,Credit card,73.45,2921.47,2,0
CUST-02436,Female,0,Yes,Yes,46,Month-to-month,DSL,Yes,No,No,Mailed check,58.58,2357.64,3,0
CUST-02437,Female,0,Yes,No,49,One year,DSL,No,Yes,No,Electronic check,54.23,2331.81,2,0
CUST-02438,Male,0,Yes,No,61,One year,Fiber optic,No,Yes,No,Bank transfer,84.11,4993.26,5,0
CUST-02439,Male,0,No,No,4,Month-to-month,Fiber optic,No,No,No,Mailed check,71.11,336.09,0,1
CUST-02440,Male,0,No,Yes,26,Two year,No,No internet service,No internet service,Yes,Electronic check,77.83,2000.59,2,0
CUST-02441,Female,0,No,No,0,Month-to-month,DSL,No,Yes,Yes,Credit card,44.61,39.46,0,0
CUST-02442,Female,0,Yes,Yes,0,One year,Fiber optic,Yes,No,No,Bank transfer,60.65,60.51,4,1
CUST-02443,Male,1,No,No,15,Two year,Fiber optic,Yes,No,No,Bank transfer,45.76,683.66,3,0
CUST-02444,Female,0,Yes,Yes,43,Month-to-month,DSL,No,No,Yes,Bank transfer,60.02,2628.82,2,0
CUST-02445,Male,0,Yes,No,65,Two year,DSL,No,No internet service,Yes,Credit card,62.03,3580.7,0,0
CUST-02446,Female,0,No,No,56,One year,No,Yes,No internet service,Yes,Bank transfer,111.11,5768.12,2,0
CUST-02447,Male,0,No,No,47,One year,DSL,Yes,Yes,Yes,Bank transfer,58.52,2529.06,2,0
CUST-02448,Male,0,No,Yes,56,One year,Fiber optic,No,No,No,Credit card,18.0,988.31,3,1
CUST-02449,Female,0,No,No,12,One year,Fiber optic,No,Yes,No,Bank transfer,99.88,1249.28,1,1
CUST-02450,Male,0,No,Yes,61,Month-to-month,DSL,No,No,Yes,Bank transfer,76.23,4362.25,3,1
CUST-02451,Male,0,No,Yes,64,One year,No,No,No internet service,No,Electronic check,61.72,3419.75,0,0
CUST-02452,Female,0,No,No,6,Month-to-month,No,No internet service,Yes,No,Mailed check,54.07,331.66,1,0
CUST-02453,Female,0,No,No,34,Two year,Fiber optic,No internet service,No internet service,Yes,Mailed check,41.33,1240.47,2,1
CUST-02454,Male,0,No,No,60,Month-to-month,Fiber optic,No,No internet service,Yes,Credit card,113.45,6761.64,3,1
CUST-02455,Female,0,No,No,34,Month-to-month,Fiber optic,No,No,No,Bank transfer,66.3,2073.29,3,1
CUST-02456,Female,1,No,No,61,Two year,Fiber optic,Yes,No,Yes,Bank transfer,21.56,1159.86,1,0
CUST-02457,Male,0,Yes,Yes,68,Month-to-month,DSL,No internet service,Yes,No,Bank transfer,73.19,4560.88,5,0
CUST-02458,Female,0,No,No,34,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,95.15,2869.32,0,1
CUST-02459,Female,0,Yes,Yes,4,One year,DSL,Yes,Yes,No,Credit card,68.91,343.46,0,1
CUST-02460,Female,0,No,No,24,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,42.46,952.43,3,1
CUST-02461,Female,0,No,No,15,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,40.22,637.06,0,0
CUST-02462,Female,0,Yes,No,34,Month-to-month,DSL,No internet service,No,No,Credit card,42.07,1402.38,1,1
CUST-02463,Female,1,No,Yes,42,Month-to-month,No,Yes,Yes,Yes,Electronic check,103.04,4142.35,2,0
CUST-02464,Male,1,No,Yes,33,Month-to-month,DSL,No,No,Yes,Bank transfer,63.21,1980.06,1,1
CUST-02465,Male,0,Yes,No,14,Month-to-month,DSL,No internet service,No,Yes,Mailed check,23.03,329.25,2,1
CUST-02466,Female,0,No,Yes,21,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,74.6,1563.97,3,1
CUST-02467,Female,0,Yes,Yes,49,Month-to-month,Fiber optic,No,No,Yes,Credit card,68.53,2917.93,2,1
CUST-02468,Female,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Mailed check,53.78,106.07,0,1
CUST-02469,Female,1,No,Yes,15,One year,Fiber optic,No,Yes,Yes,Credit card,39.49,571.94,1,1
CUST-02470,Male,0,Yes,Yes,65,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,38.4,2288.54,4,0
CUST-02471,Male,0,Yes,No,7,Month-to-month,DSL,Yes,Yes,Yes,Credit card,92.17,671.73,0,1
CUST-02472,Female,0,Yes,No,30,Month-to-month,No,No,No,No,Bank transfer,71.19,2102.71,1,1
CUST-02473,Female,1,No,No,15,Two year,DSL,Yes,Yes,Yes,Bank transfer,76.97,1116.25,3,0
CUST-02474,Male,0,Yes,No,7,One year,Fiber optic,No,No,No,Electronic check,71.12,515.52,2,1
CUST-02475,Male,0,No,Yes,30,Month-to-month,DSL,No,No,Yes,Credit card,73.19,1950.16,7,1
CUST-02476,Male,0,Yes,No,38,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,53.29,1896.45,3,1
CUST-02477,Female,0,No,No,12,Month-to-month,No,No,No,Yes,Mailed check,59.85,678.79,1,1
CUST-02478,Female,0,No,No,5,Two year,DSL,No,No internet service,Yes,Mailed check,94.12,552.49,4,0
CUST-02479,Female,1,No,Yes,9,Two year,DSL,Yes,No,Yes,Electronic check,100.36,903.42,2,0
CUST-02480,Male,0,No,No,47,Two year,DSL,No,No,No,Mailed check,34.45,1643.89,1,0
CUST-02481,Female,0,No,No,62,Month-to-month,DSL,Yes,No,Yes,Electronic check,59.79,3588.52,0,0
CUST-02482,Female,0,Yes,No,13,Month-to-month,No,No internet service,Yes,Yes,Credit card,85.98,1159.69,1,0
CUST-02483,Female,0,Yes,No,23,Month-to-month,Fiber optic,Yes,No,No,Mailed check,112.05,2668.12,3,1
CUST-02484,Female,0,Yes,Yes,25,Month-to-month,Fiber optic,No internet service,No,Yes,Bank transfer,109.55,2523.14,1,0
CUST-02485,Male,0,Yes,No,26,Month-to-month,No,No,No internet service,No,Credit card,45.11,1138.92,1,1
CUST-02486,Female,0,Yes,Yes,17,One year,No,No internet service,No internet service,Yes,Credit card,96.88,1492.92,0,1
CUST-02487,Female,0,No,Yes,4,Month-to-month,No,No internet service,Yes,Yes,Mailed check,66.47,287.52,0,1
CUST-02488,Male,0,No,Yes,38,Two year,DSL,No internet service,No internet service,Yes,Electronic check,91.11,3215.68,0,0
CUST-02489,Female,0,No,No,26,Month-to-month,DSL,No,No,Yes,Bank transfer,84.71,2178.24,0,0
CUST-02490,Male,1,Yes,No,24,Month-to-month,DSL,Yes,No,Yes,Credit card,33.4,813.92,3,1
CUST-02491,Female,1,No,No,19,Two year,DSL,No,No internet service,No,Mailed check,78.75,1399.33,0,1
CUST-02492,Male,0,No,Yes,67,One year,Fiber optic,Yes,No,Yes,Electronic check,90.14,5898.81,1,0
CUST-02493,Male,0,Yes,No,44,Month-to-month,DSL,No,No,No,Bank transfer,64.5,2564.78,3,0
CUST-02494,Male,0,No,No,30,One year,Fiber optic,No internet service,No internet service,Yes,Bank transfer,58.84,1552.09,0,0
CUST-02495,Male,0,Yes,No,14,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,25.71,330.95,1,0
CUST-02496,Male,0,Yes,No,58,Month-to-month,DSL,Yes,No,Yes,Electronic check,82.09,4542.22,0,1
CUST-02497,Female,1,Yes,No,64,Month-to-month,DSL,No internet service,No internet service,No,Bank transfer,70.22,4220.02,1,0
CUST-02498,Male,1,Yes,Yes,2,Month-to-month,Fiber optic,Yes,No internet service,Yes,Electronic check,41.95,112.08,0,1
CUST-02499,Male,0,Yes,No,67,One year,Fiber optic,No internet service,Yes,No,Electronic check,56.85,3289.73,4,0
CUST-02500,Female,0,No,No,51,Month-to-month,Fiber optic,No,No,Yes,Mailed check,68.86,3348.69,2,0
CUST-02501,Female,0,Yes,No,7,One year,Fiber optic,Yes,Yes,No,Mailed check,51.03,397.07,2,0
CUST-02502,Female,1,Yes,No,54,One year,DSL,Yes,No internet service,No,Credit card,65.07,3078.82,4,0
CUST-02503,Female,0,No,No,7,Month-to-month,DSL,No internet service,No,No,Mailed check,21.25,163.28,1,1
CUST-02504,Female,1,No,No,3,Month-to-month,DSL,Yes,No,No,Credit card,98.74,373.31,1,1
CUST-02505,Male,0,Yes,No,8,Month-to-month,DSL,No internet service,No internet service,Yes,Bank transfer,65.4,542.63,0,0
CUST-02506,Female,0,No,No,33,One year,Fiber optic,No,No,No,Mailed check,37.52,1093.58,1,0
CUST-02507,Male,0,Yes,Yes,45,One year,No,No,No,Yes,Bank transfer,18.0,818.51,2,0
CUST-02508,Female,0,Yes,No,29,One year,DSL,No,No,Yes,Electronic check,90.73,2508.55,0,0
CUST-02509,Female,1,No,Yes,8,Month-to-month,DSL,No,No,No,Credit card,78.95,646.56,1,1
CUST-02510,Female,0,No,No,14,Month-to-month,Fiber optic,No,No,No,Mailed check,70.27,1032.15,3,1
CUST-02511,Male,1,No,Yes,62,Month-to-month,Fiber optic,No,No internet service,Yes,Credit card,86.59,5328.81,2,1
CUST-02512,Female,0,Yes,No,70,Month-to-month,DSL,No,Yes,No,Bank transfer,86.52,5891.61,4,0
CUST-02513,Female,0,No,No,55,One year,DSL,Yes,No,Yes,Mailed check,69.86,3812.02,3,1
CUST-02514,Female,0,Yes,No,7,Month-to-month,No,No internet service,No,Yes,Mailed check,58.64,407.5,4,1
CUST-02515,Male,0,Yes,No,59,Month-to-month,DSL,No,Yes,Yes,Electronic check,54.57,3156.78,2,0
CUST-02516,Female,0,No,No,50,Month-to-month,Fiber optic,No,No,No,Bank transfer,75.52,3463.31,1,0
CUST-02517,Male,1,No,No,38,Month-to-month,Fiber optic,No,No,No,Electronic check,99.93,3819.81,2,1
CUST-02518,Male,0,No,No,10,One year,DSL,No,Yes,No,Bank transfer,62.43,621.86,0,0
CUST-02519,Male,0,Yes,No,72,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,101.91,6384.11,0,0
CUST-02520,Male,0,No,No,32,Two year,DSL,No internet service,No,No,Electronic check,74.33,2237.42,2,0
CUST-02521,Male,0,No,No,3,Two year,DSL,No,No,Yes,Electronic check,74.52,287.21,1,1
CUST-02522,Female,0,No,No,15,Two year,DSL,No internet service,Yes,Yes,Electronic check,120.0,1776.27,1,1
CUST-02523,Female,0,Yes,No,29,One year,No,No internet service,Yes,No,Credit card,106.32,3076.51,0,0
CUST-02524,Female,0,Yes,No,4,One year,DSL,No,Yes,No,Credit card,106.97,457.45,2,0
CUST-02525,Female,0,No,No,23,One year,DSL,No,No,No,Credit card,45.06,947.96,3,1
CUST-02526,Female,1,No,No,34,Month-to-month,No,Yes,No,No,Bank transfer,119.8,3918.53,2,1
CUST-02527,Male,1,No,Yes,69,Month-to-month,DSL,No,No,Yes,Electronic check,62.94,3999.57,1,0
CUST-02528,Female,0,Yes,No,6,One year,No,No,Yes,Yes,Credit card,59.31,395.25,2,0
CUST-02529,Male,0,No,Yes,42,Month-to-month,Fiber optic,No,No,No,Credit card,18.0,769.65,2,0
CUST-02530,Female,1,Yes,Yes,66,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,73.16,4651.63,3,1
CUST-02531,Female,0,No,No,58,Two year,Fiber optic,No,No,No,Credit card,37.92,2041.75,0,0
CUST-02532,Male,0,Yes,No,67,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,75.21,4763.21,1,0
CUST-02533,Male,0,No,No,12,Month-to-month,DSL,No,No,Yes,Mailed check,35.96,461.37,2,0
CUST-02534,Female,0,No,Yes,58,One year,No,No,No,No,Bank transfer,109.94,6168.29,2,0
CUST-02535,Male,0,Yes,Yes,71,Month-to-month,No,Yes,No,No,Credit card,78.79,5505.4,1,0
CUST-02536,Female,0,No,Yes,23,Two year,No,Yes,No,Yes,Mailed check,120.0,2578.26,0,0
CUST-02537,Female,0,Yes,No,36,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,39.42,1402.6,2,1
CUST-02538,Male,0,Yes,No,38,Two year,Fiber optic,No,Yes,Yes,Mailed check,103.73,3523.26,1,0
CUST-02539,Male,0,Yes,No,36,One year,Fiber optic,No internet service,No internet service,Yes,Credit card,19.93,709.73,4,0
CUST-02540,Male,0,No,No,21,Month-to-month,DSL,Yes,No,No,Electronic check,70.2,1516.96,0,0
CUST-02541,Male,0,Yes,No,70,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,49.21,3441.62,1,0
CUST-02542,Male,0,Yes,No,69,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,53.8,3266.96,1,0
CUST-02543,Male,0,No,No,27,Month-to-month,Fiber optic,No,Yes,No,Mailed check,52.09,1421.3,1,0
CUST-02544,Male,1,Yes,No,58,Month-to-month,DSL,Yes,No,No,Mailed check,42.13,2153.81,4,0
CUST-02545,Male,0,Yes,Yes,29,Two year,Fiber optic,No internet service,No,Yes,Electronic check,33.51,926.64,0,0
CUST-02546,Male,0,Yes,Yes,58,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,53.94,3030.91,3,0
CUST-02547,Male,0,Yes,No,42,Two year,Fiber optic,No,No internet service,Yes,Credit card,67.9,2693.82,3,0
CUST-02548,Male,0,No,No,34,Month-to-month,No,Yes,Yes,Yes,Bank transfer,94.09,2967.08,1,0
CUST-02549,Male,0,No,No,9,Two year,Fiber optic,No internet service,No,No,Mailed check,72.38,689.47,0,0
CUST-02550,Female,0,No,Yes,47,Month-to-month,DSL,Yes,No,Yes,Bank transfer,94.16,4289.77,1,0
CUST-02551,Male,0,Yes,No,23,Month-to-month,DSL,No,No internet service,No,Mailed check,28.05,631.08,0,1
CUST-02552,Female,0,No,No,15,One year,Fiber optic,No,No internet service,No,Credit card,54.18,805.56,1,1
CUST-02553,Female,0,Yes,No,14,Month-to-month,Fiber optic,No,No,No,Mailed check,82.78,1186.89,2,1
CUST-02554,Female,0,Yes,Yes,71,Two year,No,No internet service,No,Yes,Bank transfer,73.58,4823.38,2,0
CUST-02555,Male,0,No,Yes,7,Month-to-month,DSL,No,No internet service,Yes,Mailed check,43.47,299.18,3,1
CUST-02556,Male,0,No,No,58,Month-to-month,DSL,No,No,No,Credit card,88.35,4850.99,3,1
CUST-02557,Female,0,No,Yes,63,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,51.72,3172.77,4,0
CUST-02558,Male,0,Yes,No,2,One year,Fiber optic,No,No,No,Bank transfer,45.57,122.34,1,1
CUST-02559,Male,0,Yes,No,43,Month-to-month,No,No,No,Yes,Credit card,77.17,2957.85,3,1
CUST-02560,Female,0,No,No,42,Month-to-month,No,No,Yes,No,Mailed check,65.15,2764.4,3,1
CUST-02561,Male,0,No,No,26,Month-to-month,Fiber optic,No,No internet service,Yes,Bank transfer,51.93,1373.45,0,0
CUST-02562,Female,1,No,Yes,48,Month-to-month,No,No,No internet service,Yes,Mailed check,51.08,2359.67,2,0
CUST-02563,Male,0,Yes,No,29,Month-to-month,DSL,No,Yes,Yes,Mailed check,38.26,1111.06,1,0
CUST-02564,Female,0,No,No,32,Two year,Fiber optic,Yes,No,No,Credit card,55.11,1810.12,2,0
CUST-02565,Female,0,Yes,Yes,31,Month-to-month,No,No,Yes,Yes,Mailed check,92.5,2768.75,0,0
CUST-02566,Male,0,Yes,Yes,58,One year,Fiber optic,No internet service,No internet service,Yes,Electronic check,71.11,3719.84,1,0
CUST-02567,Male,0,No,No,46,Month-to-month,No,Yes,No internet service,No,Bank transfer,88.96,3954.59,1,0
CUST-02568,Male,0,No,No,27,Month-to-month,DSL,Yes,No internet service,No,Mailed check,77.9,2153.26,2,0
CUST-02569,Male,0,No,Yes,67,Month-to-month,DSL,No,Yes,Yes,Credit card,49.69,3221.88,5,0
CUST-02570,Female,0,Yes,No,58,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,23.77,1197.59,1,0
CUST-02571,Female,0,Yes,No,68,Month-to-month,No,No,No,No,Credit card,41.83,2850.39,0,0
CUST-02572,Male,0,No,No,53,Month-to-month,DSL,No,Yes,Yes,Bank transfer,48.22,2507.67,1,0
CUST-02573,Male,0,No,Yes,28,Month-to-month,No,No,Yes,No,Credit card,46.29,1221.96,2,1
CUST-02574,Male,0,No,No,56,Two year,DSL,No internet service,Yes,No,Mailed check,89.53,5093.64,0,0
CUST-02575,Female,0,No,No,24,Month-to-month,Fiber optic,No internet service,No,No,Mailed check,89.26,2138.34,5,1
CUST-02576,Female,0,No,No,19,Month-to-month,Fiber optic,No,No,Yes,Mailed check,120.0,2337.16,2,1
CUST-02577,Male,0,No,No,32,Month-to-month,DSL,No internet service,No,No,Credit card,45.91,1502.11,0,0
CUST-02578,Female,0,Yes,Yes,70,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,104.94,6377.36,1,0
CUST-02579,Female,0,Yes,Yes,41,One year,Fiber optic,Yes,No,No,Bank transfer,104.78,4251.85,1,0
CUST-02580,Male,0,No,Yes,28,Month-to-month,Fiber optic,No,No,Yes,Mailed check,59.19,1558.51,2,1
CUST-02581,Female,0,No,No,33,One year,DSL,No,No,Yes,Bank transfer,76.84,2561.25,1,0
CUST-02582,Female,0,Yes,Yes,21,Month-to-month,DSL,Yes,No,No,Credit card,96.02,2074.07,2,0
CUST-02583,Male,0,No,No,48,Month-to-month,No,No,No,Yes,Bank transfer,63.53,3032.94,3,0
CUST-02584,Female,1,Yes,No,25,Two year,Fiber optic,Yes,Yes,No,Electronic check,61.59,1548.3,3,1
CUST-02585,Male,0,No,No,40,Month-to-month,No,Yes,No internet service,Yes,Mailed check,49.32,1959.72,2,0
CUST-02586,Male,0,No,Yes,26,One year,Fiber optic,No,No,No,Electronic check,18.0,434.72,0,0
CUST-02587,Female,0,No,Yes,23,Month-to-month,No,No internet service,No,Yes,Mailed check,66.76,1459.61,2,0
CUST-02588,Male,0,Yes,No,70,Two year,DSL,No internet service,No internet service,No,Electronic check,47.25,2909.43,3,0
CUST-02589,Male,0,No,No,25,Month-to-month,Fiber optic,No,No,No,Bank transfer,38.12,965.93,2,1
CUST-02590,Female,0,Yes,No,5,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,75.55,429.23,0,1
CUST-02591,Male,0,No,No,27,One year,DSL,Yes,No,Yes,Mailed check,28.72,757.44,0,0
CUST-02592,Female,0,Yes,No,38,Month-to-month,DSL,No,No,No,Credit card,85.15,2945.3,0,1
CUST-02593,Male,1,Yes,No,6,Month-to-month,Fiber optic,No,No internet service,No,Bank transfer,77.09,508.47,1,1
CUST-02594,Male,0,No,Yes,22,Two year,No,No,No internet service,Yes,Bank transfer,55.0,1161.5,2,0
CUST-02595,Male,0,Yes,Yes,12,One year,Fiber optic,No,No,Yes,Mailed check,63.42,823.87,1,0
CUST-02596,Male,0,No,No,36,One year,DSL,No internet service,No,No,Mailed check,35.24,1277.1,1,0
CUST-02597,Female,0,No,Yes,52,One year,No,No internet service,No,No,Bank transfer,83.76,4123.64,2,0
CUST-02598,Male,0,Yes,Yes,70,Two year,DSL,Yes,No,Yes,Credit card,69.68,4805.14,0,0
CUST-02599,Male,0,Yes,No,28,Two year,DSL,No internet service,Yes,Yes,Credit card,71.55,1814.91,2,0
CUST-02600,Female,0,No,Yes,63,One year,No,Yes,No,Yes,Credit card,77.55,4294.21,4,0
CUST-02601,Female,1,No,No,15,Month-to-month,Fiber optic,No internet service,No,No,Electronic check,48.94,739.66,2,1
CUST-02602,Male,1,Yes,Yes,56,Month-to-month,No,No,No,No,Credit card,27.02,1477.02,2,0
CUST-02603,Male,0,Yes,No,41,One year,No,No,No,Yes,Electronic check,88.93,3204.53,0,0
CUST-02604,Male,0,Yes,Yes,55,Two year,Fiber optic,No,No internet service,Yes,Electronic check,82.22,4052.47,2,1
CUST-02605,Female,1,Yes,No,55,Month-to-month,DSL,No,No internet service,Yes,Bank transfer,51.62,2690.08,2,0
CUST-02606,Female,0,Yes,Yes,38,Month-to-month,DSL,No internet service,No internet service,Yes,Mailed check,75.23,2521.52,1,1
CUST-02607,Female,0,Yes,No,18,Month-to-month,No,No internet service,No internet service,No,Electronic check,96.45,1674.23,2,1
CUST-02608,Female,0,Yes,No,38,Month-to-month,No,No,No,No,Electronic check,93.47,3362.13,1,0
CUST-02609,Male,0,Yes,No,60,Two year,Fiber optic,No internet service,No,Yes,Electronic check,50.89,3067.88,1,1
CUST-02610,Female,0,Yes,No,70,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,27.78,1769.92,1,0
CUST-02611,Female,1,No,No,67,One year,DSL,No,No internet service,Yes,Bank transfer,32.07,1908.82,2,0
CUST-02612,Male,0,Yes,No,13,One year,DSL,Yes,Yes,No,Bank transfer,57.21,681.7,2,1
CUST-02613,Male,0,Yes,No,43,Two year,No,No internet service,No,Yes,Electronic check,101.56,3879.86,1,0
CUST-02614,Female,1,No,No,7,Month-to-month,DSL,No,Yes,Yes,Electronic check,46.79,360.33,3,1
CUST-02615,Male,0,No,No,48,Two year,Fiber optic,No,No,No,Bank transfer,50.09,2250.05,1,0
CUST-02616,Female,1,No,No,72,One year,No,No,No,Yes,Credit card,49.58,3184.33,2,0
CUST-02617,Male,0,No,No,3,One year,Fiber optic,No internet service,No,No,Electronic check,51.71,204.76,0,1
CUST-02618,Female,1,Yes,No,47,Month-to-month,Fiber optic,Yes,No internet service,Yes,Mailed check,64.72,3007.56,2,0
CUST-02619,Male,0,No,Yes,69,Month-to-month,DSL,No,Yes,Yes,Electronic check,33.0,2003.13,2,1
CUST-02620,Female,0,No,No,61,One year,DSL,No,Yes,No,Mailed check,92.11,5084.59,2,0
CUST-02621,Male,0,No,Yes,28,Month-to-month,DSL,Yes,No internet service,No,Mailed check,61.38,1739.82,0,1
CUST-02622,Female,1,No,No,7,Month-to-month,DSL,No,Yes,No,Electronic check,120.0,915.71,1,1
CUST-02623,Male,0,No,No,67,One year,DSL,No,No,Yes,Credit card,35.66,2405.07,2,0
CUST-02624,Male,0,Yes,No,67,One year,DSL,Yes,No internet service,Yes,Credit card,104.75,6136.02,2,0
CUST-02625,Male,1,Yes,No,42,Month-to-month,DSL,No internet service,No,Yes,Bank transfer,99.78,4146.0,1,0
CUST-02626,Male,0,No,No,71,Month-to-month,DSL,No internet service,Yes,Yes,Credit card,54.71,3393.4,1,0
CUST-02627,Female,1,No,No,0,Month-to-month,No,Yes,No,Yes,Mailed check,55.12,49.64,4,1
CUST-02628,Female,0,Yes,No,45,Two year,DSL,No,No internet service,Yes,Credit card,41.97,1858.42,2,0
CUST-02629,Female,0,Yes,Yes,2,Two year,Fiber optic,Yes,No,Yes,Mailed check,42.25,121.26,3,1
CUST-02630,Female,0,Yes,No,68,Month-to-month,No,No,No,Yes,Mailed check,64.98,3812.5,0,0
CUST-02631,Female,1,Yes,No,49,Month-to-month,DSL,No,Yes,Yes,Bank transfer,65.52,2883.83,2,1
CUST-02632,Female,0,No,No,66,Month-to-month,Fiber optic,No,No internet service,Yes,Bank transfer,24.94,1615.48,2,0
CUST-02633,Male,0,Yes,No,41,Month-to-month,No,No,Yes,No,Bank transfer,120.0,4379.37,0,1
CUST-02634,Female,0,Yes,No,6,Two year,Fiber optic,No,No,No,Credit card,58.51,368.19,3,0
CUST-02635,Female,0,Yes,Yes,1,Month-to-month,DSL,No,Yes,Yes,Mailed check,66.64,116.96,2,1
CUST-02636,Male,0,No,No,24,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Bank transfer,49.34,1069.1,1,1
CUST-02637,Female,0,No,No,54,Month-to-month,Fiber optic,No internet service,No,No,Electronic check,58.32,3128.99,0,0
CUST-02638,Female,1,Yes,No,11,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,56.05,577.9,0,1
CUST-02639,Female,1,No,No,62,Two year,DSL,Yes,Yes,No,Mailed check,64.93,3805.92,1,0
CUST-02640,Male,0,No,Yes,17,One year,DSL,No,No internet service,Yes,Bank transfer,64.64,1109.88,1,0
CUST-02641,Female,0,Yes,No,36,One year,No,No internet service,Yes,No,Bank transfer,85.12,2704.23,0,0
CUST-02642,Female,1,Yes,No,14,Month-to-month,DSL,No,No,Yes,Electronic check,70.68,1001.9,2,0
CUST-02643,Male,0,Yes,No,34,Two year,DSL,No,No,No,Credit card,82.61,2602.53,1,1
CUST-02644,Male,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,64.75,2146.53,3,1
CUST-02645,Female,0,Yes,No,0,Two year,No,No,No,Yes,Bank transfer,70.78,68.63,3,1
CUST-02646,Female,0,Yes,No,41,Two year,DSL,No,No internet service,Yes,Bank transfer,58.97,2400.17,0,0
CUST-02647,Male,0,Yes,No,57,Month-to-month,DSL,No internet service,Yes,Yes,Bank transfer,90.08,4753.37,4,0
CUST-02648,Female,0,Yes,No,68,Two year,Fiber optic,Yes,No,No,Mailed check,73.07,4907.63,0,0
CUST-02649,Female,0,No,No,24,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,61.05,1441.54,0,1
CUST-02650,Male,0,No,Yes,64,One year,Fiber optic,No,No,Yes,Electronic check,60.3,3554.21,1,1
CUST-02651,Male,0,Yes,Yes,64,Month-to-month,No,No,No,Yes,Bank transfer,62.27,3489.39,2,0
CUST-02652,Female,0,Yes,Yes,72,Month-to-month,DSL,No,No,Yes,Electronic check,65.76,4128.52,1,0
CUST-02653,Male,0,No,No,27,Month-to-month,DSL,Yes,No internet service,No,Bank transfer,63.59,1580.59,2,1
CUST-02654,Male,0,Yes,No,62,Month-to-month,Fiber optic,No,No internet service,No,Mailed check,51.03,2877.13,3,1
CUST-02655,Female,0,Yes,No,41,Month-to-month,DSL,No,No,Yes,Electronic check,84.12,3494.63,1,1
